uid,id,type,codeCPV,acheteur_id,acheteur_nom,titulaire_id,titulaire_nom,montant,dateNotification,procedure,dureeMois,offresRecues,acheteur_departement_code,titulaire_departement_code,acheteur_region_code,titulaire_region_code
2483005430021725-1078775-24,25-1078775-24,Travaux,45212314,24830054300217,METROPOLE TOULON-PROVENCE-MEDITERRANEE,54210780003935,OTIS (OTIS CONSTRUCTIONS NEUVES ILE DE FRANCE),259000.0,2024-12-17,Appel d'offres ouvert,32.0,2,83,92,93.0,11.0
2630000360003224N4,24N4,Travaux,45215100,26300003600032,CENTRE HOSPITALIER UNIVERSITAIRE DE NIMES,52061116100032,DARVER 30,157944.05,2024-12-17,Procédure adaptée,8.0,2,30,30,76.0,76.0
2630000360003224N4,24N4,Travaux,45215100,26300003600032,CENTRE HOSPITALIER UNIVERSITAIRE DE NIMES,85480074500903,AXIMA CONCEPT,650728.0,2024-12-17,Procédure adaptée,8.0,2,30,34,76.0,76.0
2630000360003224N432,24N432,Travaux,45215100,26300003600032,CENTRE HOSPITALIER UNIVERSITAIRE DE NIMES,45132214300012,SOMAHU SARL,11193.0,2024-12-17,Procédure adaptée,8.0,1,30,34,76.0,76.0
2630000360003224N432,24N432,Travaux,45215100,26300003600032,CENTRE HOSPITALIER UNIVERSITAIRE DE NIMES,85480074500903,AXIMA CONCEPT,650728.0,2024-12-17,Procédure adaptée,8.0,2,30,34,76.0,76.0
2749000340001920,20,Travaux,45211100,27490003400019,MELDOMYS (HABITAT 49),81778712000028,IPEC,214490.4,2024-12-17,Procédure adaptée,16.0,2,49,49,52.0,52.0
27490003400019202424,202424,Travaux,45211100,27490003400019,MELDOMYS (HABITAT 49),42164838700023,ENTREPRISE BOURRIGAULT,138000.0,2024-12-17,Procédure adaptée,16.0,3,49,49,52.0,52.0
301898037000332,2,Travaux,45211000,30189803700033,MON LOGEMENT 27,32916815700892,IPF 78 (BATIMENT MILIEU OCCUPE),11396251.0,2024-12-17,Procédure avec négociation,26.0,8,27,76,28.0,28.0
342143955000172023M00,2023M00,Travaux,45210000,34214395500017,LOGEMLOIRET,30997981300016,ETABLISSEMENTS PIERRE REVIL,950707.35,2024-12-17,Procédure adaptée,15.0,4,45,45,24.0,24.0
342143955000172023M00,2023M00,Travaux,45210000,34214395500017,LOGEMLOIRET,32703206600026,YOU SAUVETRE T. P.,950707.35,2024-12-17,Procédure adaptée,15.0,5,45,45,24.0,24.0
342143955000172023M0006,2023M0006,Travaux,45210000,34214395500017,LOGEMLOIRET,32703206600026,YOU SAUVETRE T. P.,950707.35,2024-12-17,Procédure adaptée,15.0,5,45,45,24.0,24.0
39989834500018202305,202305,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,38835732900019,MARTIN G SARL,42557.69,2024-12-17,Procédure adaptée,10.0,3,69,38,84.0,84.0
39989834500018202308700,202308700,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,41824526200013,PORALU MENUISERIES,63000.0,2024-12-17,Procédure adaptée,12.0,6,69,01,84.0,84.0
3998983450001820230870001,20230870001,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,91237836100014,LACHANA EG,278850.4,2024-12-17,Procédure adaptée,12.0,4,69,69,84.0,84.0
3998983450001820230870002,20230870002,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,85062358800017,ATB,60458.83,2024-12-17,Procédure adaptée,12.0,3,69,69,84.0,84.0
3998983450001820230870003,20230870003,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,89462548200019,BOGDAN RUSEN (PPS ETANCHEITE),23402.42,2024-12-17,Procédure adaptée,12.0,3,69,38,84.0,84.0
3998983450001820230870005,20230870005,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,41824526200013,PORALU MENUISERIES,63000.0,2024-12-17,Procédure adaptée,12.0,6,69,01,84.0,84.0
3998983450001820230870006,20230870006,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,84536741600011,1G2B,56478.78,2024-12-17,Procédure adaptée,12.0,6,69,38,84.0,84.0
3998983450001820230870007,20230870007,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,50449620900017,DECRAUX,22630.72,2024-12-17,Procédure adaptée,12.0,2,69,69,84.0,84.0
3998983450001820230870008,20230870008,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,81839733300027,SAS NET ACTIV BAT,55008.65,2024-12-17,Procédure adaptée,12.0,11,69,69,84.0,84.0
3998983450001820230870010,20230870010,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,96250299300026,STAL TP,98596.34,2024-12-17,Procédure adaptée,12.0,2,69,69,84.0,84.0
3998983450001820230870011,20230870011,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,72718022600043,SOCIETE BORDANOVA,104148.22,2024-12-17,Procédure adaptée,12.0,2,69,69,84.0,84.0
3998983450001820230870A40,20230870A40,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,52926667800026,PASSANI & EDL,59653.0,2024-12-17,Procédure adaptée,12.0,1,69,69,84.0,84.0
3998983450001820230870A4012,20230870A4012,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,52926667800026,PASSANI & EDL,59653.0,2024-12-17,Procédure adaptée,12.0,1,69,69,84.0,84.0
3998983450001820240870009,20240870009,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,82188028300014,ARIKAN CARRELAGE FAIENCE,46237.69,2024-12-17,Procédure adaptée,12.0,6,69,42,84.0,84.0
39989834500018202408970,202408970,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,95000994400014,ENTREPRISE ALAIN LE NY ,140000.0,2024-12-17,Marché passé sans publicité ni mise en concurrence préalable,4.0,3,69,69,84.0,84.0
3998983450001820240897000,20240897000,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,95000994400014,ENTREPRISE ALAIN LE NY ,140000.0,2024-12-17,Marché passé sans publicité ni mise en concurrence préalable,4.0,3,69,69,84.0,84.0
458204963000292024-130,2024-130,Travaux,45211000,45820496300029,DOMOFRANCE,32125163900027,ENTREPRISE DUMAS,920000.0,2024-12-17,Procédure adaptée,16.0,6,33,33,75.0,75.0
49517615800014202,202,Travaux,45216110,49517615800014,OFFICE PUBLIC DE L'HABITAT DE L'ORNE (ORNE HABITAT),30892225100027,ELAIRGIE (ELAIRGIE ARGENTAN),1919873.66,2024-12-17,Appel d'offres ouvert,24.0,2,61,61,28.0,28.0
49517615800014202,202,Travaux,45210000,49517615800014,OFFICE PUBLIC DE L'HABITAT DE L'ORNE (ORNE HABITAT),34077785300037,GAGNEUX CHRISTIAN,69585.0,2024-12-17,Procédure adaptée,24.0,4,61,61,28.0,28.0
4951761580001420230,20230,Travaux,45210000,49517615800014,OFFICE PUBLIC DE L'HABITAT DE L'ORNE (ORNE HABITAT),31324410500034,SOCIETE COOPERATIVE D'ENTRETIEN THERMIQUE ELECTRIQUE CONDITIONNEMENT,174728.64,2024-12-17,Procédure adaptée,18.0,3,61,72,28.0,52.0
4951761580001420231,20231,Travaux,45216110,49517615800014,OFFICE PUBLIC DE L'HABITAT DE L'ORNE (ORNE HABITAT),32933888300690,COLAS FRANCE (ETABLISSEMENT DE L'ORNE),543092.72,2024-12-17,Appel d'offres ouvert,24.0,6,61,61,28.0,28.0
4951761580001420231,20231,Travaux,45216110,49517615800014,OFFICE PUBLIC DE L'HABITAT DE L'ORNE (ORNE HABITAT),79132290200010,SAPP,966335.7,2024-12-17,Appel d'offres ouvert,24.0,1,61,94,28.0,11.0
5260206150006220232308,20232308,Travaux,45210000,52602061500062,ADTO-SAO (SAO),52524008100014,PIVETTA BATIMENT,680316.55,2024-12-17,Procédure adaptée,13.0,3,60,60,32.0,32.0
616820205001542024-701,2024-701,Travaux,45211000,61682020500154,FLANDRE OPALE HABITAT SOCIETE ANONYME D HABITATION A LOYER MODERE,41934679600024,TECOBAT,738204.0,2024-12-17,Procédure adaptée,15.0,5,59,59,32.0,32.0
785769555000422024bIb0pMy1Vs00,2024bIb0pMy1Vs00,Travaux,45211340,78576955500042,VALOPHIS HABITAT OFFICE PUBLIC DE L'HABITAT DU VAL DE MARNE,95721348100022,LES MACONS PARISIENS,12340000.0,2024-12-17,Procédure avec négociation,24.0,4,94,91,11.0,11.0
80121017000024B-39-2019,B-39-2019,Travaux,45213312,80121017000024,TERRITOIRE D'INNOVATION (TERRINNOV),86680035200035,AIA INGENIERIE,17016309.0,2024-12-17,Dialogue compétitif,65.0,3,01,69,84.0,84.0
80121017000024B-39-2019,B-39-2019,Travaux,45213312,80121017000024,TERRITOIRE D'INNOVATION (TERRINNOV),84918088000015,SOCIETE DE CONSTRUCTION FLORIOT (CONSTRUCTION FLORIOT),17016309.0,2024-12-17,Dialogue compétitif,65.0,3,01,01,84.0,84.0
80121017000024B-39-2019,B-39-2019,Travaux,45213312,80121017000024,TERRITOIRE D'INNOVATION (TERRINNOV),82020613400034,THEIA ENERGY,17016309.0,2024-12-17,Dialogue compétitif,65.0,3,01,78,84.0,11.0
80121017000024B-39-2019,B-39-2019,Travaux,45213312,80121017000024,TERRITOIRE D'INNOVATION (TERRINNOV),42301877900037,AIA ENVIRONNEMENT,17016309.0,2024-12-17,Dialogue compétitif,65.0,3,01,44,84.0,52.0
80121017000024B-39-2019,B-39-2019,Travaux,45213312,80121017000024,TERRITOIRE D'INNOVATION (TERRINNOV),31617316000086,AIA ARCHITECTES,17016309.0,2024-12-17,Dialogue compétitif,65.0,3,01,69,84.0,84.0
20002973400015202403,202403,Travaux,45210000,20002973400015,CC DES 4B SUD CHARENTE,38104777800034,ATELIER DU BOIS,20002.0,2024-12-16,Procédure adaptée,7.0,3,16,16,75.0,75.0
200052264000132024M00030,2024M00030,Travaux,45214220,20005226400013,REGION GRAND EST,75880190600507,BOUYGUES BATIMENT NORD-EST (BOUYGUES BATIMENT BELGIUM),15898218.0,2024-12-16,Dialogue compétitif,65.0,3,67,59,44.0,32.0
200055077000162024-202205_01,2024-202205_01,Travaux,45214200,20005507700016,SI A VOCATION UNIQUE DES ECOLES,43863267100030,YILBAT SARL,128683.22,2024-12-16,Procédure adaptée,7.0,6,11,11,76.0,76.0
200065886000182024LF2,2024LF2,Travaux,45212212,20006588600018,LOIRE FOREZ AGGLOMERATION LFA,80836214900011,KAFEZ,120633.8,2024-12-16,Appel d'offres ouvert,20.0,8,42,42,84.0,84.0
200065886000182024LF2,2024LF2,Travaux,45212212,20006588600018,LOIRE FOREZ AGGLOMERATION LFA,75312719000027,APC ETANCH GRAND LYON,490999.9,2024-12-16,Appel d'offres ouvert,20.0,2,42,69,84.0,84.0
200065886000182024LF231,2024LF231,Travaux,45210000,20006588600018,LOIRE FOREZ AGGLOMERATION LFA,48744916700013,MARGUERON,283330.0,2024-12-16,Appel d'offres ouvert,20.0,5,42,01,84.0,84.0
200065886000182024LF23170,2024LF23170,Travaux,45212212,20006588600018,LOIRE FOREZ AGGLOMERATION LFA,48385171300014,CALCAGNI METALLERIE,265131.3,2024-12-16,Appel d'offres ouvert,20.0,4,42,42,84.0,84.0
200065886000182024LF23171,2024LF23171,Travaux,45212212,20006588600018,LOIRE FOREZ AGGLOMERATION LFA,80836214900011,KAFEZ,120633.8,2024-12-16,Appel d'offres ouvert,20.0,8,42,42,84.0,84.0
200067205000192024K24244,2024K24244,Travaux,45212212,20006720500019,CA DU COTENTIN,49919522000029,EAU AIR SYSTEME,165000.0,2024-12-16,Marché passé sans publicité ni mise en concurrence préalable,14.0,1,50,59,28.0,32.0
20006953200220202424M014,202424M014,Travaux,45212212,20006953200220,CA LISIEUX NORMANDIE,57365066000216,ENTREPRISE MORIN SA,87733.89,2024-12-16,Appel d'offres ouvert,24.0,1,14,27,28.0,28.0
20006961500017202501-LOT02,202501-LOT02,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,79183704000017,CHAGNEUX TP (CHAGNEUX TP - AML 39),450286.4,2024-12-16,Procédure adaptée,18.0,4,39,39,27.0,27.0
20006961500017202501-LOT02,202501-LOT02,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,34004010400010,CANIOTTI PERE ET FILS,450286.4,2024-12-16,Procédure adaptée,18.0,4,39,39,27.0,27.0
20006961500017202501-LOT03,202501-LOT03,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,42406253700024,GCBAT (GCBAT SAONE ET LOIRE),56000.0,2024-12-16,Procédure adaptée,18.0,2,39,71,27.0,27.0
20006961500017202501-LOT05,202501-LOT05,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,84425761800018,NOUVEAU & MYOTTE,189975.95,2024-12-16,Procédure adaptée,18.0,2,39,39,27.0,27.0
20006961500017202501-LOT06,202501-LOT06,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,31550302900045,SOCIETE FRANC COMTOISE D'APPLICATIONS,40237.6,2024-12-16,Procédure adaptée,18.0,4,39,25,27.0,27.0
20006961500017202501-LOT07,202501-LOT07,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,64715049900018,ENTREPRISE DUCROT,181627.26,2024-12-16,Procédure adaptée,18.0,1,39,39,27.0,27.0
20006961500017202501-LOT09,202501-LOT09,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,31543485200234,ENTREPRISE BONGLET,110681.24,2024-12-16,Procédure adaptée,18.0,3,39,39,27.0,27.0
20006961500017202501-LOT12,202501-LOT12,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,34869617000037,COTTIER-FAIVRE,143000.0,2024-12-16,Procédure adaptée,18.0,2,39,39,27.0,27.0
2000696150001725-1073020-2,25-1073020-2,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,34004010400028,CANIOTTI PERE ET FILS,450283.0,2024-12-16,Procédure adaptée,18.0,4,39,39,27.0,27.0
2000696150001725-1073021-3,25-1073021-3,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,42406253700107,GCBAT (GCBAT JURA),56000.0,2024-12-16,Procédure adaptée,18.0,2,39,39,27.0,27.0
2000696150001725-1073022-4,25-1073022-4,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,64715049900018,ENTREPRISE DUCROT,31873.0,2024-12-16,Procédure adaptée,18.0,1,39,39,27.0,27.0
2000696150001725-1073023-5,25-1073023-5,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,84425761800018,NOUVEAU & MYOTTE,189975.0,2024-12-16,Procédure adaptée,18.0,2,39,39,27.0,27.0
2000696150001725-1073024-6,25-1073024-6,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,31550302900045,SOCIETE FRANC COMTOISE D'APPLICATIONS,402370.0,2024-12-16,Procédure adaptée,18.0,4,39,25,27.0,27.0
2000696150001725-1073025-7,25-1073025-7,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,64715049900018,ENTREPRISE DUCROT,181627.0,2024-12-16,Procédure adaptée,18.0,1,39,39,27.0,27.0
2000696150001725-1073027-9,25-1073027-9,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,31543485200234,ENTREPRISE BONGLET,110681.0,2024-12-16,Procédure adaptée,18.0,3,39,39,27.0,27.0
2000696150001725-1073028-10,25-1073028-10,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,32466566000019,SCHIAVONE D.G.M.,33168.0,2024-12-16,Procédure adaptée,18.0,2,39,39,27.0,27.0
2000696150001725-1073029-11,25-1073029-11,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,31543485200234,ENTREPRISE BONGLET,21425.0,2024-12-16,Procédure adaptée,18.0,3,39,39,27.0,27.0
2000696150001725-1073030-12,25-1073030-12,Travaux,45210000,20006961500017,CC BRESSE HAUTE SEILLE,34869617000037,COTTIER-FAIVRE,143000.0,2024-12-16,Procédure adaptée,18.0,2,39,39,27.0,27.0
2000700920010720242024C08_02,20242024C08_02,Travaux,45212212,20007009200107,CA DU LIBOURNAIS (CENTRE AQUATIQUE),44792024000028,LAURENT FRAPIER ENTREPRISES,53108.31,2024-12-16,Procédure adaptée,12.0,2,33,33,75.0,75.0
2000731460001720242023-04-L3,20242023-04-L3,Travaux,45212222,20007314600017,COMMUNAUTE DE COMMUNES CAGIRE GARONNE SALAT,49213767400023,MENUISERIE ANTRAS (ANTRAS OSSATURE BOIS),401801.83,2024-12-16,Procédure adaptée,13.0,1,31,31,76.0,76.0
20008465500014202424_033V,202424_033V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),34866676900016,REBOURS PERE EN FILS,808524.56,2024-12-16,Procédure adaptée,13.0,5,53,53,52.0,52.0
2113001400001220242424013,20242424013,Travaux,45212300,21130014000012,COMMUNE DE BERRE L ETANG (MAIRIE),33125808700021,SOCIETE D'ACTIVITE METALLIERE,227708.16,2024-12-16,Procédure adaptée,17.0,1,13,13,93.0,93.0
2113001400001220242424015,20242424015,Travaux,45212300,21130014000012,COMMUNE DE BERRE L ETANG (MAIRIE),83905501900021,ENTREPRISE BASSEREAU,250000.0,2024-12-16,Procédure adaptée,17.0,1,13,84,93.0,93.0
212202667001102023COWORKL14,2023COWORKL14,Travaux,45210000,21220266700110,COMMUNE DE ROSTRENEN (MAIRIE),30809116400027,CHAUFFAGE SANITAIRE ARMOR,103939.37,2024-12-16,Procédure adaptée,19.0,2,22,22,53.0,53.0
212503668000152025-L2-Rénov,2025-L2-Rénov,Travaux,45210003,21250366800015,COMMUNE DE MANCENANS LIZERNE (MAIRIE),40475471500013,CHARPENTES ET MAISON BOIS DU DOUBS,40043.32,2024-12-16,Marché passé sans publicité ni mise en concurrence préalable,7.0,1,25,25,27.0,27.0
212503668000152025-L3-Rénov,2025-L3-Rénov,Travaux,45210003,21250366800015,COMMUNE DE MANCENANS LIZERNE (MAIRIE),32003204800029,GROSPERRIN ENTREPRISE,56927.78,2024-12-16,Procédure adaptée,7.0,1,25,25,27.0,27.0
212503668000152025-L4-Rénov,2025-L4-Rénov,Travaux,45210003,21250366800015,COMMUNE DE MANCENANS LIZERNE (MAIRIE),35389801800018,MENUISERIE CHARPENTE TISSOT,44813.5,2024-12-16,Procédure adaptée,7.0,5,25,25,27.0,27.0
212603625000142023233086L,2023233086L,Travaux,45212100,21260362500014,COMMUNE DE VALENCE (MAIRIE),43708028600028,OBOUSSIER TP,154230.2,2024-12-16,Procédure adaptée,13.0,3,26,26,84.0,84.0
212901011000812024TX-CHAPMA1,2024TX-CHAPMA1,Travaux,45212314,21290101100081,COMMUNE DE LANDEDA (MAIRIE),39282438900010,GROUPE VILLEMAIN NORD OUEST (ARMORICAINE DE RESTAURATION ET DE TRAVAUX (A R T)),164682.1,2024-12-16,Procédure adaptée,60.0,10,29,22,53.0,53.0
213104862000152024LOTN12,2024LOTN12,Travaux,45210000,21310486200015,COMMUNE DE SAINT HILAIRE (MAIRIE),49986920400036,TEMPOCLIM,344344.78,2024-12-16,Procédure adaptée,22.0,3,31,31,76.0,76.0
21340129200015202424TX05-01,202424TX05-01,Travaux,45212225,21340129200015,COMMUNE DE LATTES (MAIRIE),74542065301147,ENTREPRISE GENERALE LEON GROSSE,2675453.5,2024-12-16,Appel d'offres ouvert,16.0,8,34,34,76.0,76.0
21340150800014202120MA,202120MA,Travaux,45212200,21340150800014,COMMUNE DE MARSEILLAN (MAIRIE),44872349400036,AGTHERM,8851266.78,2024-12-16,Procédure avec négociation,147.0,3,34,31,76.0,76.0
21340150800014202120MAR0,202120MAR0,Travaux,45212200,21340150800014,COMMUNE DE MARSEILLAN (MAIRIE),44872349400036,AGTHERM,8851266.78,2024-12-16,Procédure avec négociation,147.0,3,34,31,76.0,76.0
21420223600011202323_031,202323_031,Travaux,45212000,21420223600011,COMMUNE DE SAINT GENEST LERPT (MAIRIE),75409446400023,SUPER PLOMBERIE,45585.41,2024-12-16,Procédure adaptée,15.0,3,42,42,84.0,84.0
214300048000112025CURE01,2025CURE01,Travaux,45211341,21430004800011,COMMUNE DE ALLEYRAC (MAIRIE),82386232100010,CF2C CHAPUIS,138621.17,2024-12-16,Procédure adaptée,10.0,2,43,43,84.0,84.0
214300048000112025CURE08,2025CURE08,Travaux,45211341,21430004800011,COMMUNE DE ALLEYRAC (MAIRIE),82386232100010,CF2C CHAPUIS,52437.56,2024-12-16,Procédure adaptée,10.0,2,43,43,84.0,84.0
214301772000152024TENNIS01,2024TENNIS01,Travaux,45212200,21430177200015,COMMUNE DE SAINT DIDIER EN VELAY (MAIRIE),32380048200073,ROGER MARTIN AUVERGNE RHONE ALPES (MOULIN TP),145310.31,2024-12-16,Appel d'offres ouvert,11.0,1,43,43,84.0,84.0
214301772000152024TENNIS02,2024TENNIS02,Travaux,45212200,21430177200015,COMMUNE DE SAINT DIDIER EN VELAY (MAIRIE),58695026300010,SOCOBAT AULAGNIER,198139.39,2024-12-16,Procédure adaptée,11.0,1,43,43,84.0,84.0
214301772000152024TENNIS03,2024TENNIS03,Travaux,45212200,21430177200015,COMMUNE DE SAINT DIDIER EN VELAY (MAIRIE),58635002700015,SOC CONSTRUCTIONS MECANIQUES AURECOISES,151525.08,2024-12-16,Procédure adaptée,11.0,1,43,43,84.0,84.0
214301772000152024TENNIS04,2024TENNIS04,Travaux,45212200,21430177200015,COMMUNE DE SAINT DIDIER EN VELAY (MAIRIE),49950737400035,ABC BORNE,365600.0,2024-12-16,Procédure adaptée,11.0,1,43,42,84.0,84.0
214301772000152024TENNIS05,2024TENNIS05,Travaux,45212200,21430177200015,COMMUNE DE SAINT DIDIER EN VELAY (MAIRIE),38822788600016,EGGE 43,51713.03,2024-12-16,Procédure adaptée,11.0,1,43,43,84.0,84.0
214301772000152024TENNIS13,2024TENNIS13,Travaux,45212200,21430177200015,COMMUNE DE SAINT DIDIER EN VELAY (MAIRIE),48918284000038,CEGIB,58852.0,2024-12-16,Procédure adaptée,11.0,1,43,43,84.0,84.0
214400202000132024-249501-00,2024-249501-00,Travaux,45212224,21440020200013,COMMUNE DE BOUGUENAIS (MAIRIE),33470878100029,SPORTINGSOLS,1099028.0,2024-12-16,Procédure adaptée,5.0,3,44,85,52.0,52.0
21440096200012202404LOT1,202404LOT1,Travaux,45212361,21440096200012,COMMUNE DE MESANGER (MAIRIE),50138325100136,SOGEA ATLANTIQUE BTP (BMH),137022.05,2024-12-16,Procédure adaptée,13.0,2,44,49,52.0,52.0
21450082900012202330-23-02,202330-23-02,Travaux,45212110,21450082900012,COMMUNE DE CHATEAUNEUF SUR LOIRE (MAIRIE),41054340900024,ETABLISSEMENTS MALARD,141000.0,2024-12-16,Procédure adaptée,10.0,2,45,45,24.0,24.0
21450082900012202330-23-12,202330-23-12,Travaux,45212110,21450082900012,COMMUNE DE CHATEAUNEUF SUR LOIRE (MAIRIE),41139543700022,SARL BOUHOURS,241243.83,2024-12-16,Procédure adaptée,10.0,3,45,45,24.0,24.0
2145031530001420242024_LOT3,20242024_LOT3,Travaux,45210000,21450315300014,COMMUNE DE SULLY SUR LOIRE (MAIRIE),31075643200038,BRAUN COUVERTURE,1341848.37,2024-12-16,Appel d'offres ouvert,14.0,3,45,45,24.0,24.0
2145031530001420242024_LOT3,20242024_LOT3,Travaux,45210000,21450315300014,COMMUNE DE SULLY SUR LOIRE (MAIRIE),77560793000028,ENTREPRISE BERNARDI,1341848.37,2024-12-16,Appel d'offres ouvert,14.0,3,45,45,24.0,24.0
2145031530001420242024_LOT3,20242024_LOT3,Travaux,45210000,21450315300014,COMMUNE DE SULLY SUR LOIRE (MAIRIE),30703548500027,COGECEM,1341848.37,2024-12-16,Appel d'offres ouvert,14.0,3,45,45,24.0,24.0
21690278300010202400,202400,Travaux,45213100,21690278300010,COMMUNE DE GENAY (MAIRIE),45171219400013,SARL CHEVILLON GILLES,6239.0,2024-12-16,Procédure adaptée,2.0,4,69,69,84.0,84.0
217002799001532023BAT23,2023BAT23,Travaux,45212350,21700279900153,COMMUNE DE GRAY (MAIRIE),52274414300044,H.M.R.,365115.41,2024-12-16,Procédure adaptée,9.0,6,70,01,27.0,84.0
217002799001532023BAT24,2023BAT24,Travaux,45212350,21700279900153,COMMUNE DE GRAY (MAIRIE),42288737200015,TOITURES DE FRANCHE-COMTE,75522.88,2024-12-16,Procédure adaptée,9.0,4,70,70,27.0,27.0
217002799001532023BAT25,2023BAT25,Travaux,45212350,21700279900153,COMMUNE DE GRAY (MAIRIE),37962177400031,PATEU ET ROBERT,62878.0,2024-12-16,Procédure adaptée,9.0,4,70,25,27.0,27.0
217002799001532023BAT26,2023BAT26,Travaux,45212350,21700279900153,COMMUNE DE GRAY (MAIRIE),90355697500014,CFD METAL (ACF RELIEF - METAL INNOVATION),52162.57,2024-12-16,Procédure adaptée,9.0,1,70,70,27.0,27.0
217102631000172024230TERSYN2,2024230TERSYN2,Travaux,45212221,21710263100017,COMMUNE DE LOUHANS-CHATEAURENAUD (MAIRIE),84104847300042,SERPOLLET CENTRE EST,95050.95,2024-12-16,Procédure adaptée,4.0,2,71,21,27.0,27.0
21740128000011202423-005-003,202423-005-003,Travaux,45212200,21740128000011,COMMUNE DE FILLINGES (MAIRIE),48932074700020,LP CHARPENTE,1010559.52,2024-12-16,Procédure adaptée,10.0,2,74,74,84.0,84.0
21740128000011202423-005-003,202423-005-003,Travaux,45212200,21740128000011,COMMUNE DE FILLINGES (MAIRIE),41146836600033,SAS AVENIR METAL,1010559.52,2024-12-16,Procédure adaptée,10.0,2,74,38,84.0,84.0
2176021270001120240600000000,20240600000000,Travaux,45215400,21760212700011,COMMUNE DE DARNETAL (MAIRIE),84755684200015,CKME,160000.0,2024-12-16,Procédure adaptée,48.0,4,76,33,28.0,75.0
217702224000152024GYM001A,2024GYM001A,Travaux,45212222,21770222400015,COMMUNE GUIGNES (MAIRIE),32933888304213,COLAS FRANCE (ETABLISSEMENT DE CHAUMES EN BRIE),262737.0,2024-12-16,Procédure adaptée,16.0,2,77,77,11.0,11.0
217702224000152024GYM001B,2024GYM001B,Travaux,45212222,21770222400015,COMMUNE GUIGNES (MAIRIE),91552101700011,MATHIS,2146799.0,2024-12-16,Procédure adaptée,16.0,3,77,67,11.0,44.0
219740156000192023022,2023022,Travaux,45210000,21974015600019,COMMUNE DE SAINT PAUL (MAIRIE),82019480100024,SOCIETE BATIMENT OCEAN INDIEN (SBOI),117510.89,2024-12-16,Procédure adaptée,28.0,10,974,974,4.0,4.0
220100010000102022117GMP10,2022117GMP10,Travaux,45210000,22010001000010,DEPARTEMENT DE L AIN,39440876900013,MARGUIN SAS - EQUIPEMENTS ELECTRIQUES INDUSTRIELS,135880.35,2024-12-16,Procédure adaptée,11.0,4,01,01,84.0,84.0
220100010000102022117GMP11,2022117GMP11,Travaux,45210000,22010001000010,DEPARTEMENT DE L AIN,54582009400039,ETS SERVIGNAT,112803.35,2024-12-16,Procédure adaptée,11.0,2,01,01,84.0,84.0
223800012000132022114,2022114,Travaux,45214000,22380001200013,DEPARTEMENT DE L ISERE,40350301400025,CHARPENTE ET MENUISERIE DE L'OISANS,185322.0,2024-12-16,Appel d'offres ouvert,48.0,1,38,38,84.0,84.0
