acheteur_id,acheteur_nom,titulaire_id,titulaire_nom,montant_count,montant_sum,montant_mean,montant_min,montant_max,offresRecues_mean,offresRecues_min,offresRecues_max,dateNotification_min,dateNotification_max
20006822900018,CC DES BARONNIES EN DROME PROVENCALE,70672011700037,MISSOLIN FRERES,1,118810.93,118810.93,118810.93,118810.93,2.0,2,2,2024-09-02,2024-09-02
20006822900018,CC DES BARONNIES EN DROME PROVENCALE,79832661700015,ARCHIVOLTE,1,86925.0,86925.0,86925.0,86925.0,1.0,1,1,2024-08-11,2024-08-11
20006822900018,CC DES BARONNIES EN DROME PROVENCALE,89245525400011,MENUISERIE TRAMIER,1,64000.0,64000.0,64000.0,64000.0,2.0,2,2,2024-08-14,2024-08-14
20006822900018,CC DES BARONNIES EN DROME PROVENCALE,89260433100017,DUFOUR PLATRERIE,1,65750.68,65750.68,65750.68,65750.68,3.0,3,3,2024-08-09,2024-08-09
20006822900018,CC DES BARONNIES EN DROME PROVENCALE,91765971600018,PROVENCE ELECTRICITE,1,106654.2,106654.2,106654.2,106654.2,4.0,4,4,2024-08-08,2024-08-08
20006833600086,COMMUNE DE CHATEL-EN-TRIEVES (MAIRIE),42936190000047,CHRISTOPHE MICHELI (ENTREPRISE MICHELI CHRISTOPHE),1,47290.0,47290.0,47290.0,47290.0,2.0,2,2,2024-10-04,2024-10-04
20006843500151,CC COEUR DU PERCHE,48046024500024,COLAS DURAND ARCHITECTES,1,59700.0,59700.0,59700.0,59700.0,2.0,2,2,2024-09-12,2024-09-12
20006843500151,CC COEUR DU PERCHE,82218386900038,SPORT INITIATIVES,1,59700.0,59700.0,59700.0,59700.0,2.0,2,2,2024-09-12,2024-09-12
20006855900018,CC DE L'OUEST VOSGIEN,31026937800157,SPORTS ET LOISIRS,1,363726.0,363726.0,363726.0,363726.0,6.0,6,6,2024-07-18,2024-07-18
20006856700011,CC LES VALS DU DAUPHINE,43144155900033,BOREL DEBIEZ TP,1,36330.0,36330.0,36330.0,36330.0,1.0,1,1,2024-12-24,2024-12-24
20006856700011,CC LES VALS DU DAUPHINE,92087407000013,CONSTRUCTION DE MAISONS ET CHARPENTES DU DAUPHINE - CMCD (CONSTRUCTION DE MAISONS ET CHARPENTES DU DAUPHINE),1,37433.48,37433.48,37433.48,37433.48,3.0,3,3,2024-07-31,2024-07-31
20006875700158,CA D'EPINAL,31778114400041,POLYTAN FRANCE,1,442256.75,442256.75,442256.75,442256.75,2.0,2,2,2024-10-18,2024-10-18
20006875700158,CA D'EPINAL,35112364100042,CHARPENTE HOUOT,1,11496520.0,11496520.0,11496520.0,11496520.0,3.0,3,3,2024-07-31,2024-07-31
20006875700158,CA D'EPINAL,41750675500053,MODULO SOLUTIONS (VOSGES ENVIRONNEMENT),1,442256.75,442256.75,442256.75,442256.75,2.0,2,2,2024-10-18,2024-10-18
20006875700158,CA D'EPINAL,42508348200058,ELECTRICITE MILLOT (PROCESS ENERGY),1,11496520.0,11496520.0,11496520.0,11496520.0,3.0,3,3,2024-07-31,2024-07-31
20006875700158,CA D'EPINAL,42947121200010,SAS RENOVA,1,156505.0,156505.0,156505.0,156505.0,1.0,1,1,2024-09-02,2024-09-02
20006875700158,CA D'EPINAL,43412659500033,EURO SOUND PROJECT - E.S.P. (DB SILENCE),1,11496520.0,11496520.0,11496520.0,11496520.0,3.0,3,3,2024-07-31,2024-07-31
20006875700158,CA D'EPINAL,44452352600911,ARTELIA,1,11496520.0,11496520.0,11496520.0,11496520.0,3.0,3,3,2024-07-31,2024-07-31
20006875700158,CA D'EPINAL,45201746000018,AMEXIA,1,11496520.0,11496520.0,11496520.0,11496520.0,3.0,3,3,2024-07-31,2024-07-31
20006875700158,CA D'EPINAL,50190759600032,INFRASPORTS (COMPTOIR DES ESPACES VERTS),1,442256.75,442256.75,442256.75,442256.75,2.0,2,2,2024-10-18,2024-10-18
20006875700158,CA D'EPINAL,50578007200045,SOCIETE NOUVELLE EQUIPEMENTS EXTERIEURS (SOCIETE NOUVELLE D'EQUIPEMENTS EXTERIEURS),1,442256.75,442256.75,442256.75,442256.75,2.0,2,2,2024-10-18,2024-10-18
20006875700158,CA D'EPINAL,50925643400028,TECHNIGAZON,1,442256.75,442256.75,442256.75,442256.75,2.0,2,2,2024-10-18,2024-10-18
20006875700158,CA D'EPINAL,83005880600027,BOUILLON BOUTHIER,1,11496520.0,11496520.0,11496520.0,11496520.0,3.0,3,3,2024-07-31,2024-07-31
20006875700158,CA D'EPINAL,83915211300016,BUILD'ING,1,11496520.0,11496520.0,11496520.0,11496520.0,3.0,3,3,2024-07-31,2024-07-31
20006878100166,CA VALENCE ROMANS AGGLO,40220056200013,LARGIER TECHNOLOGIE,1,432808.45,432808.45,432808.45,432808.45,3.0,3,3,2024-10-04,2024-10-04
20006878100166,CA VALENCE ROMANS AGGLO,44526147200010,CUYNAT CONSTRUCTIONS,1,524606.1,524606.1,524606.1,524606.1,5.0,5,5,2024-09-19,2024-09-19
20006878100166,CA VALENCE ROMANS AGGLO,68204083700283,SMAC,2,502227.55000000005,251113.77500000002,69419.1,432808.45,1.0,1,1,2024-10-04,2024-10-23
20006878100166,CA VALENCE ROMANS AGGLO,91294478200016,BORNIER SARL,2,957414.55,478707.275,432808.45,524606.1,3.0,3,3,2024-09-19,2024-10-04
20006896300129,CC MAINE COEUR DE SARTHE,30388899400066,SECOP (SOCIETE POUR L'ECONOMIE DES OPERATIONS),1,193849.38,193849.38,193849.38,193849.38,3.0,3,3,2024-07-15,2024-07-15
20006896300129,CC MAINE COEUR DE SARTHE,32900161400034,BOULFRAY,2,130142.3,65071.15,65071.15,65071.15,6.0,6,6,2024-07-15,2024-07-19
20006896300129,CC MAINE COEUR DE SARTHE,34217368900023,MENUISERIE EBENISTERIE BEAUCLAIR,1,43712.06,43712.06,43712.06,43712.06,3.0,3,3,2024-07-15,2024-07-15
20006896300129,CC MAINE COEUR DE SARTHE,35179613100016,BARBIER,1,101664.0,101664.0,101664.0,101664.0,4.0,4,4,2024-07-15,2024-07-15
20006896300129,CC MAINE COEUR DE SARTHE,40951638200028,LA MANCELLE DE BATIMENT TRAVAUX PUBLICS,1,209000.0,209000.0,209000.0,209000.0,2.0,2,2,2024-07-15,2024-07-15
20006896300129,CC MAINE COEUR DE SARTHE,44357810900011,J-C. COURBOULAY SARL,1,159022.25,159022.25,159022.25,159022.25,4.0,4,4,2024-07-15,2024-07-15
20006896300129,CC MAINE COEUR DE SARTHE,45248816600037,HATTON ELECTRICITE,2,224349.06,112174.53,110600.0,113749.06,4.0,4,4,2024-07-15,2024-11-26
20006896300129,CC MAINE COEUR DE SARTHE,80933177000044,DEMANTECH,1,36455.0,36455.0,36455.0,36455.0,7.0,7,7,2024-07-19,2024-07-19
20006898900140,CA DINAN AGGLOMERATION,44261462400017,BRIERO,3,466884.24,155628.08,155628.08,155628.08,1.0,1,1,2024-07-23,2024-11-21
20006898900140,CA DINAN AGGLOMERATION,45035471700016,COUVERTURE VILLALON PATRICK,1,8269.26,8269.26,8269.26,8269.26,1.0,1,1,2024-07-23,2024-07-23
20006898900140,CA DINAN AGGLOMERATION,89124170500013,TECHNO PIEUX COTENTIN,1,10932.56,10932.56,10932.56,10932.56,1.0,1,1,2024-07-23,2024-07-23
20006898900157,CA DINAN AGGLOMERATION (EAU POTABLE REGIE DINAN AGGLOMERATION),05680065901245,SNEF,4,281570.6,70392.65,40935.3,99850.0,1.5,1,2,2024-08-22,2024-11-13
20006898900157,CA DINAN AGGLOMERATION (EAU POTABLE REGIE DINAN AGGLOMERATION),34452693400056,EREO,1,138304.5,138304.5,138304.5,138304.5,1.0,1,1,2024-08-22,2024-08-22
20006898900157,CA DINAN AGGLOMERATION (EAU POTABLE REGIE DINAN AGGLOMERATION),42894893900015,SARC CONSTRUCTIONS,1,142000.0,142000.0,142000.0,142000.0,5.0,5,5,2024-08-27,2024-08-27
20006898900157,CA DINAN AGGLOMERATION (EAU POTABLE REGIE DINAN AGGLOMERATION),48100518900024,SARL BAUDET ETANCHEITE,1,108694.96,108694.96,108694.96,108694.96,3.0,3,3,2024-09-03,2024-09-03
20006898900157,CA DINAN AGGLOMERATION (EAU POTABLE REGIE DINAN AGGLOMERATION),89000907900017,CIMEO CLOISONS DOUBLAGES,1,69172.0,69172.0,69172.0,69172.0,2.0,2,2,2024-08-25,2024-08-25
20006899700010,CA ARLYSERE,09555030700011,LEGRAS INDUSTRIES,3,760810.0,253603.33333333334,252500.0,255810.0,1.0,1,1,2024-09-16,2024-12-18
20006899700010,CA ARLYSERE,49379227900025,AIDELEK S.A.R.L,2,117892.0,58946.0,58946.0,58946.0,1.0,1,1,2024-09-03,2024-09-16
20006899700010,CA ARLYSERE,97150648000062,ARPEGE MASTER K,3,165614.25,55204.75,55204.75,55204.75,1.0,1,1,2024-09-05,2024-12-05
20006939100015,CA LAMBALLE TERRE ET MER,31200757800064,CATROS ENTREPRISE (CONSTRUCTIONS CATROS),1,45000.0,45000.0,45000.0,45000.0,1.0,1,1,2024-12-03,2024-12-03
20006939100015,CA LAMBALLE TERRE ET MER,41045456500020,GT CONSTRUCTIONS,1,54700.0,54700.0,54700.0,54700.0,1.0,1,1,2024-12-03,2024-12-03
20006953200220,CA LISIEUX NORMANDIE,57365066000216,ENTREPRISE MORIN SA,1,87733.89,87733.89,87733.89,87733.89,1.0,1,1,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,31543485200234,ENTREPRISE BONGLET,3,242787.24,80929.08,21425.0,110681.24,3.0,3,3,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,31550302900045,SOCIETE FRANC COMTOISE D'APPLICATIONS,2,442607.6,221303.8,40237.6,402370.0,4.0,4,4,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,32466566000019,SCHIAVONE D.G.M.,1,33168.0,33168.0,33168.0,33168.0,2.0,2,2,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,33107458300047,SAS JAILLET ELECTRICIEN,2,135358.0,67679.0,67679.0,67679.0,4.0,4,4,2024-12-17,2024-12-17
20006961500017,CC BRESSE HAUTE SEILLE,34004010400010,CANIOTTI PERE ET FILS,1,450286.4,450286.4,450286.4,450286.4,4.0,4,4,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,34004010400028,CANIOTTI PERE ET FILS,1,450283.0,450283.0,450283.0,450283.0,4.0,4,4,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,34869617000037,COTTIER-FAIVRE,2,286000.0,143000.0,143000.0,143000.0,2.0,2,2,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,42406253700024,GCBAT (GCBAT SAONE ET LOIRE),1,56000.0,56000.0,56000.0,56000.0,2.0,2,2,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,42406253700107,GCBAT (GCBAT JURA),1,56000.0,56000.0,56000.0,56000.0,2.0,2,2,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,49109965100029,SAS MOUREAU SIMON,1,28509.0,28509.0,28509.0,28509.0,1.0,1,1,2024-12-19,2024-12-19
20006961500017,CC BRESSE HAUTE SEILLE,62718010200022,GRUT JEAN-LOUIS,2,127700.0,63850.0,63850.0,63850.0,2.0,1,3,2024-12-19,2024-12-19
20006961500017,CC BRESSE HAUTE SEILLE,64715049900018,ENTREPRISE DUCROT,3,395127.26,131709.08666666667,31873.0,181627.26,1.0,1,1,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,79183704000017,CHAGNEUX TP (CHAGNEUX TP - AML 39),1,450286.4,450286.4,450286.4,450286.4,4.0,4,4,2024-12-16,2024-12-16
20006961500017,CC BRESSE HAUTE SEILLE,80074505100022,SOLUTIONS TRAITEMENTS MATERIAUX DANGEREUX,1,19995.0,19995.0,19995.0,19995.0,3.0,3,3,2024-12-13,2024-12-13
20006961500017,CC BRESSE HAUTE SEILLE,84425761800018,NOUVEAU & MYOTTE,2,379950.95,189975.475,189975.0,189975.95,2.0,2,2,2024-12-16,2024-12-16
20006991200018,CC DES FORETS DU PERCHE,42246677100041,KARGO SUD,1,92625.0,92625.0,92625.0,92625.0,3.0,3,3,2024-10-31,2024-10-31
20006991200018,CC DES FORETS DU PERCHE,82012049100015,LANOD,1,92625.0,92625.0,92625.0,92625.0,3.0,3,3,2024-10-31,2024-10-31
20006996100015,CC DU GRAND CHATEAUDUN,37898816600013,GUINOIS MACONNERIE,2,1030750.86,515375.43,512611.64,518139.22,1.0,1,1,2024-10-01,2024-12-17
20006996100015,CC DU GRAND CHATEAUDUN,41169430000038,DAHURON,1,92960.0,92960.0,92960.0,92960.0,1.0,1,1,2024-12-23,2024-12-23
20006996100015,CC DU GRAND CHATEAUDUN,44055755100023,SOCIETE GUILLARD,2,122530.9,61265.45,61265.45,61265.45,1.0,1,1,2024-09-26,2024-12-23
20006996100015,CC DU GRAND CHATEAUDUN,48519755200303,SOPREMA ENTREPRISES,3,495829.0,165276.33333333334,164393.0,165718.0,1.0,1,1,2024-07-16,2024-12-20
20006996100015,CC DU GRAND CHATEAUDUN,50447926200025,SARL L2H MET.AL.,1,54000.0,54000.0,54000.0,54000.0,1.0,1,1,2024-11-08,2024-11-08
20006996100015,CC DU GRAND CHATEAUDUN,53921850300016,SOCIETE NOUVELLE TOUZET BTP,1,113315.0,113315.0,113315.0,113315.0,1.0,1,1,2024-10-11,2024-10-11
20006996100015,CC DU GRAND CHATEAUDUN,85241289900027,MH PRO,1,161807.12,161807.12,161807.12,161807.12,1.0,1,1,2024-10-29,2024-10-29
20007009200107,CA DU LIBOURNAIS (CENTRE AQUATIQUE),33191255000042,SORREBA TECHNOLOGIE,4,317361.68,79340.42,77175.0,81505.84,4.0,4,4,2024-07-01,2024-12-04
20007009200107,CA DU LIBOURNAIS (CENTRE AQUATIQUE),39176494100046,LACLIDE,3,141814.13,47271.37666666667,46649.77,48514.59,5.0,5,5,2024-08-08,2024-12-12
20007009200107,CA DU LIBOURNAIS (CENTRE AQUATIQUE),44128271200021,S.A.R.L. CMB,3,171442.52,57147.50666666666,54900.84,61640.84,2.0,2,2,2024-10-01,2024-12-04
20007009200107,CA DU LIBOURNAIS (CENTRE AQUATIQUE),44792024000028,LAURENT FRAPIER ENTREPRISES,16,2525748.96,157859.31,53108.31,306442.38,2.125,1,3,2024-07-04,2024-12-16
20007009200107,CA DU LIBOURNAIS (CENTRE AQUATIQUE),48245777700035,BATIPOSE AQUITAINE,6,644299.87,107383.31166666666,75450.0,135003.0,2.0,1,3,2024-07-01,2024-12-17
20007009200107,CA DU LIBOURNAIS (CENTRE AQUATIQUE),78966340800027,AUGUSTE DOMINIQUE (AD PLOMBERIE),2,194715.46,97357.73,97357.73,97357.73,1.0,1,1,2024-11-21,2024-12-04
20007009200107,CA DU LIBOURNAIS (CENTRE AQUATIQUE),88495977600011,TOIT PLAT D'AQUITAINE,2,89916.66,44958.33,44958.33,44958.33,1.0,1,1,2024-10-18,2024-12-04
20007009200107,CA DU LIBOURNAIS (CENTRE AQUATIQUE),94803089500015,LES AFFUTES,2,194715.46,97357.73,97357.73,97357.73,1.0,1,1,2024-11-21,2024-12-04
20007016700016,CC TERRES DE PERCHE,09572031400012,HEXAOM (HEXAOM - MAISONS FRANCE CONFORT - MFC - RENOVERT - MAISONS OPEN - OPEN),1,194583.34,194583.34,194583.34,194583.34,2.0,2,2,2024-09-27,2024-09-27
20007016700016,CC TERRES DE PERCHE,38491810800034,DIAGONAL,1,160240.0,160240.0,160240.0,160240.0,4.0,4,4,2024-08-01,2024-08-01
20007016700016,CC TERRES DE PERCHE,40092793500025,ACOUSTIQUE YVES HERNOT,1,160240.0,160240.0,160240.0,160240.0,4.0,4,4,2024-08-01,2024-08-01
20007016700016,CC TERRES DE PERCHE,49221599100059,BUREAU D'ETUDES TECHNIQUES DELAGE ET COULIOU (BUREAU D'ETUDES NOE),1,160240.0,160240.0,160240.0,160240.0,4.0,4,4,2024-08-01,2024-08-01
20007016700016,CC TERRES DE PERCHE,50043819700021,TELOSIA,1,160240.0,160240.0,160240.0,160240.0,4.0,4,4,2024-08-01,2024-08-01
20007016700016,CC TERRES DE PERCHE,91158156900025,ME.MI.LA,1,160240.0,160240.0,160240.0,160240.0,4.0,4,4,2024-08-01,2024-08-01
20007018300013,CC DES TERRES DU VAL DE LOIRE,30703548500027,COGECEM,1,258990.0,258990.0,258990.0,258990.0,5.0,5,5,2024-12-17,2024-12-17
20007018300013,CC DES TERRES DU VAL DE LOIRE,32900955900108,EIFFAGE ENERGIE SYSTEMES - CENTRE LOIRE,2,413010.0,206505.0,206505.0,206505.0,3.0,3,3,2024-12-17,2024-12-17
20007018300013,CC DES TERRES DU VAL DE LOIRE,38221607500012,ARTISANALE PAUL BOUSSICAULT SARL,2,369140.0,184570.0,184570.0,184570.0,2.0,2,2,2024-10-15,2024-10-15
20007018300013,CC DES TERRES DU VAL DE LOIRE,49278044000011,LA DUNOISE BTP,4,1513008.0,378252.0,376163.0,380341.0,11.0,11,11,2024-10-15,2024-12-23
20007018300013,CC DES TERRES DU VAL DE LOIRE,85480074500457,AXIMA CONCEPT,2,678260.0,339130.0,339130.0,339130.0,5.0,5,5,2024-12-17,2024-12-17
20007034000068,CC HAUTE MAURIENNE VANOISE (ENERGIE),33534027900033,INTHERSANIT,3,1044618.5700000001,348206.19,348206.19,348206.19,8.0,8,8,2024-07-16,2024-11-20
20007034000068,CC HAUTE MAURIENNE VANOISE (ENERGIE),44521847200022,GRAVIER BTP (0),6,943200.0,157200.0,134647.2,179752.8,8.0,8,8,2024-07-15,2024-11-20
20007034000068,CC HAUTE MAURIENNE VANOISE (ENERGIE),80953415900011,D & B CHARPENTE,4,474858.12,118714.53,118714.53,118714.53,8.0,8,8,2024-07-15,2024-11-20
20007043100016,CC SAINT-MARCELLIN VERCORS ISERE COMMUNAUTE,32068447500033,CREATIONS CERAMIQUES POSE,2,837224.5,418612.25,418612.25,418612.25,6.0,6,6,2024-10-25,2024-10-25
20007043100016,CC SAINT-MARCELLIN VERCORS ISERE COMMUNAUTE,45280445300028,GENIN FROID ENERGIE,4,1674449.0,418612.25,418612.25,418612.25,6.0,6,6,2024-10-03,2024-10-25
20007043100016,CC SAINT-MARCELLIN VERCORS ISERE COMMUNAUTE,48879859600026,BRUNO BALME,2,837224.5,418612.25,418612.25,418612.25,6.0,6,6,2024-10-25,2024-10-25
20007043100016,CC SAINT-MARCELLIN VERCORS ISERE COMMUNAUTE,50340896500039,CHAPES CONCEPT,2,837224.5,418612.25,418612.25,418612.25,6.0,6,6,2024-10-25,2024-10-25
20007043100016,CC SAINT-MARCELLIN VERCORS ISERE COMMUNAUTE,52168978600015,SOCIETE DHIEN SOLS,1,27094.72,27094.72,27094.72,27094.72,8.0,8,8,2024-10-03,2024-10-03
20007043100016,CC SAINT-MARCELLIN VERCORS ISERE COMMUNAUTE,53289228800012,J.P CREABOIS,1,28290.0,28290.0,28290.0,28290.0,3.0,3,3,2024-10-03,2024-10-03
20007043100016,CC SAINT-MARCELLIN VERCORS ISERE COMMUNAUTE,81428642300011,3A-CONSTRUCTION,4,971625.48,242906.37,242906.37,242906.37,8.0,8,8,2024-10-03,2024-10-25
20007043100016,CC SAINT-MARCELLIN VERCORS ISERE COMMUNAUTE,88889304700033,GCMG,2,485812.74,242906.37,242906.37,242906.37,8.0,8,8,2024-10-25,2024-10-25
20007051400019,CA DU GRAND COGNAC,30930650400049,BIRON,1,416926.7,416926.7,416926.7,416926.7,3.0,3,3,2024-08-26,2024-08-26
20007051400019,CA DU GRAND COGNAC,38248335200052,ART CONCEPT SERVICE EXPOSITION,2,484708.0,242354.0,236232.5,248475.5,3.0,3,3,2024-11-26,2024-12-17
20007051400019,CA DU GRAND COGNAC,44775403700011,SOLS TEAM,1,132708.63,132708.63,132708.63,132708.63,3.0,3,3,2024-07-10,2024-07-10
20007051400019,CA DU GRAND COGNAC,48300009700012,METALNEO,1,125599.45,125599.45,125599.45,125599.45,3.0,3,3,2024-10-02,2024-10-02
20007051400019,CA DU GRAND COGNAC,89805584300012,LAPEYRONNIE BATIMENT,3,2011495.06,670498.3533333334,28791.94,1427948.77,3.0,3,3,2024-10-04,2024-10-15
20007056300016,CC TERRES TOULOISES,49859381300021,BETON TECHNIQUE SERVICES,2,993507.0,496753.5,496753.5,496753.5,2.0,2,2,2024-07-02,2024-07-02
20007064700017,CA BERGERACOISE,64638001400043,SOCIETE D'ECONOMIE MIXTE DU PERIGORD,1,3085466.84,3085466.84,3085466.84,3085466.84,3.0,3,3,2024-10-04,2024-10-04
20007066200198,CC BRETAGNE PORTE DE LOIRE COMMUNAUTE,32874609400072,ROSSI SAS,1,50162.6,50162.6,50162.6,50162.6,6.0,6,6,2024-10-21,2024-10-21
20007074600017,CA SARREGUEMINES CONFLUENCES,30207033900023,SOCIETE HORNBERGER ET FILS,1,53579.1,53579.1,53579.1,53579.1,4.0,4,4,2024-09-23,2024-09-23
20007074600017,CA SARREGUEMINES CONFLUENCES,32253267200019,HOUPERT,1,550527.1,550527.1,550527.1,550527.1,2.0,2,2,2024-07-29,2024-07-29
20007074600017,CA SARREGUEMINES CONFLUENCES,32373566200013,STARCK ELECTRICITE,2,433248.62,216624.31,216624.31,216624.31,4.0,4,4,2024-08-13,2024-10-24
20007074600017,CA SARREGUEMINES CONFLUENCES,32585735700074,EUROVIA ALSACE LORRAINE,1,1795533.89,1795533.89,1795533.89,1795533.89,4.0,4,4,2024-12-11,2024-12-11
20007074600017,CA SARREGUEMINES CONFLUENCES,33324372300017,SOC D'EXPLOIT. MENUISERIE JUNG,1,79474.1,79474.1,79474.1,79474.1,4.0,4,4,2024-09-23,2024-09-23
20007074600017,CA SARREGUEMINES CONFLUENCES,35383664600011,SOMEG  C.C.S.,2,2492366.0,1246183.0,1246183.0,1246183.0,3.0,3,3,2024-07-09,2024-12-11
20007074600017,CA SARREGUEMINES CONFLUENCES,42495461800015,ETABLISSEMENTS HOULLE,2,159667.0,79833.5,67957.0,91710.0,2.0,2,2,2024-09-23,2024-09-23
20007074600017,CA SARREGUEMINES CONFLUENCES,47781449500024,M.P. BATIMENT,2,2492366.0,1246183.0,1246183.0,1246183.0,4.0,4,4,2024-07-09,2024-12-11
20007074600017,CA SARREGUEMINES CONFLUENCES,58850525500020,SOCIETE DES TRAVAUX DE L EST,1,4557067.62,4557067.62,4557067.62,4557067.62,2.0,2,2,2024-12-11,2024-12-11
20007074600017,CA SARREGUEMINES CONFLUENCES,64722001100025,LEFEVRE,2,179977.22,89988.61,62628.42,117348.8,5.5,5,6,2024-09-23,2024-09-23
20007074600017,CA SARREGUEMINES CONFLUENCES,65480139800011,NOUANSPORT,1,313508.74,313508.74,313508.74,313508.74,2.0,2,2,2024-12-10,2024-12-10
20007074600017,CA SARREGUEMINES CONFLUENCES,65668053500027,ENTREPRISE ANTOINE PRINZ,1,73413.3,73413.3,73413.3,73413.3,4.0,4,4,2024-09-23,2024-09-23
20007074600017,CA SARREGUEMINES CONFLUENCES,67578061300021,IRION BTP,1,573432.26,573432.26,573432.26,573432.26,2.0,2,2,2024-09-23,2024-09-23
20007074600017,CA SARREGUEMINES CONFLUENCES,82113521700015,CJ CONCEPT,1,313508.74,313508.74,313508.74,313508.74,2.0,2,2,2024-12-10,2024-12-10
20007074600017,CA SARREGUEMINES CONFLUENCES,84893450100018,AL RENOV' ENTREPRISE GENERALE DE PEINTURE,1,276016.04,276016.04,276016.04,276016.04,3.0,3,3,2024-12-11,2024-12-11
20007074600017,CA SARREGUEMINES CONFLUENCES,94924639100013,PLATRERIE HEHN FRERES,2,479723.15,239861.575,142441.69,337281.46,4.0,4,4,2024-09-12,2024-09-23
20007074600017,CA SARREGUEMINES CONFLUENCES,95037779600020,ESCRIME TECHNOLOGIES,1,313508.74,313508.74,313508.74,313508.74,2.0,2,2,2024-12-10,2024-12-10
20007074600058,CA SARREGUEMINES CONFLUENCES (DEVELOPPEMENT ECONOMIQUE),43478721400015,PLATRERIE PETROVIC PERE ET FILS,1,189658.5,189658.5,189658.5,189658.5,3.0,3,3,2024-09-20,2024-09-20
20007074600058,CA SARREGUEMINES CONFLUENCES (DEVELOPPEMENT ECONOMIQUE),65668053500027,ENTREPRISE ANTOINE PRINZ,2,1112089.8,556044.9,38649.0,1073440.8,3.0,3,3,2024-10-29,2024-11-25
20007074600058,CA SARREGUEMINES CONFLUENCES (DEVELOPPEMENT ECONOMIQUE),79882181500015,NEU TRASANIT (CHARPENTE NEU),3,1461255.3900000001,487085.13000000006,231555.39,616920.0,3.0,3,3,2024-10-29,2024-12-18
20007106600191,CA DE SAINT-DIE-DES-VOSGES,39410370900033,SEMAK,1,555884.5,555884.5,555884.5,555884.5,4.0,4,4,2024-11-23,2024-11-23
20007108200016,CA MONTLUCON COMMUNAUTE,30920598700022,SOCIETE MONTLUCONNAISE DE TRAVAUX PUBLICS ET BATIMENTS,1,59999.5,59999.5,59999.5,59999.5,2.0,2,2,2024-12-04,2024-12-04
20007108200016,CA MONTLUCON COMMUNAUTE,35181959400034,BATISPORT,1,887328.8,887328.8,887328.8,887328.8,2.0,2,2,2024-12-04,2024-12-04
20007108200016,CA MONTLUCON COMMUNAUTE,85081854300017,ALLIER ALTITUDES,1,64990.0,64990.0,64990.0,64990.0,2.0,2,2,2024-10-24,2024-10-24
20007136300010,CA VICHY COMMUNAUTE,51944339400019,LAQUET TENNIS (VERIDIS),1,3241003.5,3241003.5,3241003.5,3241003.5,1.0,1,1,2024-11-07,2024-11-07
20007136300010,CA VICHY COMMUNAUTE,97722023500021,STE ANCIENS ETABL REOLON,3,1029096.15,343032.05,122883.37,454676.39,1.0,1,1,2024-07-19,2024-09-10
20007139700018,"SYNDICAT MIXTE POUR LES INONDATIONS, L'AMENAGEMENT ET LA GESTION DES EAUX MARALPIN",43267915700011,ENTREPRISE BACCIALON,1,598581.73,598581.73,598581.73,598581.73,4.0,4,4,2024-07-01,2024-07-01
20007139700018,"SYNDICAT MIXTE POUR LES INONDATIONS, L'AMENAGEMENT ET LA GESTION DES EAUX MARALPIN",48762997400022,TECHNIQUE GENIE ELECTRIQUE  T.G.E. (TECHNIQUE GENIE BATIMENT),1,598581.73,598581.73,598581.73,598581.73,4.0,4,4,2024-07-01,2024-07-01
20007139700018,"SYNDICAT MIXTE POUR LES INONDATIONS, L'AMENAGEMENT ET LA GESTION DES EAUX MARALPIN",89203090900014,BIOLETTO TP,1,598581.73,598581.73,598581.73,598581.73,4.0,4,4,2024-07-01,2024-07-01
20007158700014,LOCHES SUD TOURAINE,30689637400320,ETANDEX,1,186926.2,186926.2,186926.2,186926.2,1.0,1,1,2024-10-30,2024-10-30
20007158700014,LOCHES SUD TOURAINE,33928717900032,SERRURERIE BARATEAU,1,40201.2,40201.2,40201.2,40201.2,3.0,3,3,2024-10-30,2024-10-30
20007158700014,LOCHES SUD TOURAINE,37829528100034,AMSH,2,119626.0,59813.0,59813.0,59813.0,5.0,5,5,2024-07-26,2024-09-24
20007158700014,LOCHES SUD TOURAINE,38870399300013,MACONNERIE BERNEUX (BERNEUX CONSTRUCTION),2,217241.12,108620.56,108620.56,108620.56,4.0,4,4,2024-10-01,2024-12-05
20007158700014,LOCHES SUD TOURAINE,38919339200047,BRIAULT CONSTRUCTION,1,41227.93,41227.93,41227.93,41227.93,1.0,1,1,2024-10-30,2024-10-30
20007158700014,LOCHES SUD TOURAINE,39469594400014,BOUSSIQUET,3,398035.47,132678.49,132678.49,132678.49,5.0,5,5,2024-09-26,2024-12-13
